24LamportBakeryHerlihyLock;3;1;3321341;1120552;0
24LamportBakeryHerlihyLock;3;1;1777329;597241;0
24LamportBakeryHerlihyLock;3;1;1884208;630332;0
24LamportBakeryHerlihyLock;3;1;1919635;645899;0
24LamportBakeryHerlihyLock;3;1;1855518;621120;0
24LamportBakeryHerlihyLock;3;1;1979103;660104;0
24LamportBakeryHerlihyLock;3;1;1853730;618753;0
24LamportBakeryHerlihyLock;7;1;2174370;310780;0
